Lon,Lat,ID,Source,Calcite,U238,U238sig,Age,U234delta,Basin,Genus,Place,Location,Site,LabID,Temp,Salinity,pH,TAlk,TCO2,OmegaA,oxygen
147.675305,-6.213501,185,6,0,3.823,0.004,48.8712124578491,145.83465146075,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.691033286008242,34.40789909669442,8.111589582380018,2275.7633528509823,1933.5309513351124,3.8079584925918213,203.87217751263788
147.624576,-6.107493,187,6,0,2.943,0.004,46.5127255344256,134.278254996246,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.69765136447594,34.38758016829801,8.111541398911825,2275.4351859902936,1933.4207264437891,3.807070650547235,203.9052337201754
147.624576,-6.107493,188,6,0,2.902,0.003,46.7550014866282,135.167659737709,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.69765136447594,34.38758016829801,8.111541398911825,2275.4351859902936,1933.4207264437891,3.807070650547235,203.9052337201754
147.624576,-6.107493,189,6,0,3.623,0.004,47.287249351091,131.719355748179,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.69765136447594,34.38758016829801,8.111541398911825,2275.4351859902936,1933.4207264437891,3.807070650547235,203.9052337201754
147.624576,-6.107493,190,6,0,3.355,0.004,49.919560970994,135.1156509331,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.69765136447594,34.38758016829801,8.111541398911825,2275.4351859902936,1933.4207264437891,3.807070650547235,203.9052337201754
147.624576,-6.107493,191,6,0,2.7,0.003,50.3529162048781,140.115213486581,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.69765136447594,34.38758016829801,8.111541398911825,2275.4351859902936,1933.4207264437891,3.807070650547235,203.9052337201754
147.624576,-6.107493,192,6,0,2.744,0.004,50.9220803830762,137.919457752365,Pacific,Porites,"Papua New Guinea,Huon Peninsula",Papua New Guinea,Huon Peninsula,3,28.69765136447594,34.38758016829801,8.111541398911825,2275.4351859902936,1933.4207264437891,3.807070650547235,203.9052337201754
-59.533924,13.034292,293,8,0,3.24,0.02,8.52867302136937,145.014220872295,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,294,8,0,3.19,0.01,9.81998374286608,144.315557436885,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,295,8,0,3.45,0.02,11.1869729007798,140.25023407727,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,296,8,0,3.04,0.01,12.3619302462295,145.973011166523,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,297,8,0,3.21,0.02,13.760852899087,139.616919890746,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,298,8,0,3.03,0.02,13.8090994639127,144.914401449835,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,299,8,0,3.06,0.02,14.3427253737636,137.462299220739,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,300,8,0,2.65,0.02,7.53222773403876,139.116166112792,Atlantic,Porites,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,301,8,0,3.15,0.02,20.7480329183049,135.431234717459,Atlantic,Porites,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,302,8,0,3.46,0.02,30.2317752028892,137.478729842049,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,303,8,0,3.22,0.02,30.6677109699574,131.243954402756,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,306,8,0,3.31,0.02,9.33258164984802,144.01498809656,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,307,8,0,3.16,0.02,9.36912518131508,134.217617754165,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,308,8,0,3.04,0.02,11.6211510845598,145.771027949609,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,309,8,0,3.17,0.02,11.6825524945407,140.03500121173,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,310,8,0,3.02,0.01,13.0719423939153,140.068734275844,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,311,8,0,2.96,0.01,13.3297975732299,139.86061986567,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,312,8,0,3.33,0.02,13.9103346255063,133.464090342568,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,313,8,0,3.22,0.02,14.766758879576,131.088784337901,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,314,8,0,3.22,0.02,14.8164434454113,131.626136570439,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,315,8,0,3.52,0.03,18.3700628246881,137.565782707289,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
-59.533924,13.034292,316,8,0,3.36,0.02,19.0278788074121,136.56097971928,Atlantic,Acropora,"Barbados,South Barbados",Barbados,South Barbados,5,27.50767889377,34.88190501996816,8.11481653143615,2303.2364824215674,1953.534675229637,3.8733705729609995,201.86447573815724
